example_index,example_id,measurement_order_position,policy_id
267,xstest-073,0,rule_compact_to_qwen::selective_deployable::0.10
267,xstest-073,1,rule_compact_to_qwen::selective_deployable::0.25
267,xstest-073,2,rule_compact_to_qwen::selective_deployable::0.50
267,xstest-073,3,rule_to_compact::cheap_only
267,xstest-073,4,rule_to_compact::full_information
267,xstest-073,5,rule_to_compact::selective_deployable::0.10
267,xstest-073,6,rule_to_compact::selective_deployable::0.25
267,xstest-073,7,rule_to_compact::selective_deployable::0.50
267,xstest-073,8,compact_to_qwen::cheap_only
267,xstest-073,9,compact_to_qwen::full_information
267,xstest-073,10,compact_to_qwen::selective_deployable::0.10
267,xstest-073,11,compact_to_qwen::selective_deployable::0.25
267,xstest-073,12,compact_to_qwen::selective_deployable::0.50
267,xstest-073,13,rule_compact_to_qwen::cheap_only
267,xstest-073,14,rule_compact_to_qwen::full_information
268,xstest-392,0,rule_compact_to_qwen::selective_deployable::0.25
268,xstest-392,1,rule_compact_to_qwen::selective_deployable::0.50
268,xstest-392,2,rule_to_compact::cheap_only
268,xstest-392,3,rule_to_compact::full_information
268,xstest-392,4,rule_to_compact::selective_deployable::0.10
268,xstest-392,5,rule_to_compact::selective_deployable::0.25
268,xstest-392,6,rule_to_compact::selective_deployable::0.50
268,xstest-392,7,compact_to_qwen::cheap_only
268,xstest-392,8,compact_to_qwen::full_information
268,xstest-392,9,compact_to_qwen::selective_deployable::0.10
268,xstest-392,10,compact_to_qwen::selective_deployable::0.25
268,xstest-392,11,compact_to_qwen::selective_deployable::0.50
268,xstest-392,12,rule_compact_to_qwen::cheap_only
268,xstest-392,13,rule_compact_to_qwen::full_information
268,xstest-392,14,rule_compact_to_qwen::selective_deployable::0.10
269,xstest-264,0,rule_compact_to_qwen::selective_deployable::0.50
269,xstest-264,1,rule_to_compact::cheap_only
269,xstest-264,2,rule_to_compact::full_information
269,xstest-264,3,rule_to_compact::selective_deployable::0.10
269,xstest-264,4,rule_to_compact::selective_deployable::0.25
269,xstest-264,5,rule_to_compact::selective_deployable::0.50
269,xstest-264,6,compact_to_qwen::cheap_only
269,xstest-264,7,compact_to_qwen::full_information
269,xstest-264,8,compact_to_qwen::selective_deployable::0.10
269,xstest-264,9,compact_to_qwen::selective_deployable::0.25
269,xstest-264,10,compact_to_qwen::selective_deployable::0.50
269,xstest-264,11,rule_compact_to_qwen::cheap_only
269,xstest-264,12,rule_compact_to_qwen::full_information
269,xstest-264,13,rule_compact_to_qwen::selective_deployable::0.10
269,xstest-264,14,rule_compact_to_qwen::selective_deployable::0.25
270,xstest-402,0,rule_to_compact::cheap_only
270,xstest-402,1,rule_to_compact::full_information
270,xstest-402,2,rule_to_compact::selective_deployable::0.10
270,xstest-402,3,rule_to_compact::selective_deployable::0.25
270,xstest-402,4,rule_to_compact::selective_deployable::0.50
270,xstest-402,5,compact_to_qwen::cheap_only
270,xstest-402,6,compact_to_qwen::full_information
270,xstest-402,7,compact_to_qwen::selective_deployable::0.10
270,xstest-402,8,compact_to_qwen::selective_deployable::0.25
270,xstest-402,9,compact_to_qwen::selective_deployable::0.50
270,xstest-402,10,rule_compact_to_qwen::cheap_only
270,xstest-402,11,rule_compact_to_qwen::full_information
270,xstest-402,12,rule_compact_to_qwen::selective_deployable::0.10
270,xstest-402,13,rule_compact_to_qwen::selective_deployable::0.25
270,xstest-402,14,rule_compact_to_qwen::selective_deployable::0.50
271,xstest-220,0,rule_to_compact::full_information
271,xstest-220,1,rule_to_compact::selective_deployable::0.10
271,xstest-220,2,rule_to_compact::selective_deployable::0.25
271,xstest-220,3,rule_to_compact::selective_deployable::0.50
271,xstest-220,4,compact_to_qwen::cheap_only
271,xstest-220,5,compact_to_qwen::full_information
271,xstest-220,6,compact_to_qwen::selective_deployable::0.10
271,xstest-220,7,compact_to_qwen::selective_deployable::0.25
271,xstest-220,8,compact_to_qwen::selective_deployable::0.50
271,xstest-220,9,rule_compact_to_qwen::cheap_only
271,xstest-220,10,rule_compact_to_qwen::full_information
271,xstest-220,11,rule_compact_to_qwen::selective_deployable::0.10
271,xstest-220,12,rule_compact_to_qwen::selective_deployable::0.25
271,xstest-220,13,rule_compact_to_qwen::selective_deployable::0.50
271,xstest-220,14,rule_to_compact::cheap_only
272,xstest-212,0,rule_to_compact::selective_deployable::0.10
272,xstest-212,1,rule_to_compact::selective_deployable::0.25
272,xstest-212,2,rule_to_compact::selective_deployable::0.50
272,xstest-212,3,compact_to_qwen::cheap_only
272,xstest-212,4,compact_to_qwen::full_information
272,xstest-212,5,compact_to_qwen::selective_deployable::0.10
272,xstest-212,6,compact_to_qwen::selective_deployable::0.25
272,xstest-212,7,compact_to_qwen::selective_deployable::0.50
272,xstest-212,8,rule_compact_to_qwen::cheap_only
272,xstest-212,9,rule_compact_to_qwen::full_information
272,xstest-212,10,rule_compact_to_qwen::selective_deployable::0.10
272,xstest-212,11,rule_compact_to_qwen::selective_deployable::0.25
272,xstest-212,12,rule_compact_to_qwen::selective_deployable::0.50
272,xstest-212,13,rule_to_compact::cheap_only
272,xstest-212,14,rule_to_compact::full_information
273,xstest-210,0,rule_to_compact::selective_deployable::0.25
273,xstest-210,1,rule_to_compact::selective_deployable::0.50
273,xstest-210,2,compact_to_qwen::cheap_only
273,xstest-210,3,compact_to_qwen::full_information
273,xstest-210,4,compact_to_qwen::selective_deployable::0.10
273,xstest-210,5,compact_to_qwen::selective_deployable::0.25
273,xstest-210,6,compact_to_qwen::selective_deployable::0.50
273,xstest-210,7,rule_compact_to_qwen::cheap_only
273,xstest-210,8,rule_compact_to_qwen::full_information
273,xstest-210,9,rule_compact_to_qwen::selective_deployable::0.10
273,xstest-210,10,rule_compact_to_qwen::selective_deployable::0.25
273,xstest-210,11,rule_compact_to_qwen::selective_deployable::0.50
273,xstest-210,12,rule_to_compact::cheap_only
273,xstest-210,13,rule_to_compact::full_information
273,xstest-210,14,rule_to_compact::selective_deployable::0.10
274,xstest-209,0,rule_to_compact::selective_deployable::0.50
274,xstest-209,1,compact_to_qwen::cheap_only
274,xstest-209,2,compact_to_qwen::full_information
274,xstest-209,3,compact_to_qwen::selective_deployable::0.10
274,xstest-209,4,compact_to_qwen::selective_deployable::0.25
274,xstest-209,5,compact_to_qwen::selective_deployable::0.50
274,xstest-209,6,rule_compact_to_qwen::cheap_only
274,xstest-209,7,rule_compact_to_qwen::full_information
274,xstest-209,8,rule_compact_to_qwen::selective_deployable::0.10
274,xstest-209,9,rule_compact_to_qwen::selective_deployable::0.25
274,xstest-209,10,rule_compact_to_qwen::selective_deployable::0.50
274,xstest-209,11,rule_to_compact::cheap_only
274,xstest-209,12,rule_to_compact::full_information
274,xstest-209,13,rule_to_compact::selective_deployable::0.10
274,xstest-209,14,rule_to_compact::selective_deployable::0.25
275,xstest-252,0,compact_to_qwen::cheap_only
275,xstest-252,1,compact_to_qwen::full_information
275,xstest-252,2,compact_to_qwen::selective_deployable::0.10
275,xstest-252,3,compact_to_qwen::selective_deployable::0.25
275,xstest-252,4,compact_to_qwen::selective_deployable::0.50
275,xstest-252,5,rule_compact_to_qwen::cheap_only
275,xstest-252,6,rule_compact_to_qwen::full_information
275,xstest-252,7,rule_compact_to_qwen::selective_deployable::0.10
275,xstest-252,8,rule_compact_to_qwen::selective_deployable::0.25
275,xstest-252,9,rule_compact_to_qwen::selective_deployable::0.50
275,xstest-252,10,rule_to_compact::cheap_only
275,xstest-252,11,rule_to_compact::full_information
275,xstest-252,12,rule_to_compact::selective_deployable::0.10
275,xstest-252,13,rule_to_compact::selective_deployable::0.25
275,xstest-252,14,rule_to_compact::selective_deployable::0.50
276,xstest-017,0,compact_to_qwen::full_information
276,xstest-017,1,compact_to_qwen::selective_deployable::0.10
276,xstest-017,2,compact_to_qwen::selective_deployable::0.25
276,xstest-017,3,compact_to_qwen::selective_deployable::0.50
276,xstest-017,4,rule_compact_to_qwen::cheap_only
276,xstest-017,5,rule_compact_to_qwen::full_information
276,xstest-017,6,rule_compact_to_qwen::selective_deployable::0.10
276,xstest-017,7,rule_compact_to_qwen::selective_deployable::0.25
276,xstest-017,8,rule_compact_to_qwen::selective_deployable::0.50
276,xstest-017,9,rule_to_compact::cheap_only
276,xstest-017,10,rule_to_compact::full_information
276,xstest-017,11,rule_to_compact::selective_deployable::0.10
276,xstest-017,12,rule_to_compact::selective_deployable::0.25
276,xstest-017,13,rule_to_compact::selective_deployable::0.50
276,xstest-017,14,compact_to_qwen::cheap_only
277,xstest-415,0,compact_to_qwen::selective_deployable::0.10
277,xstest-415,1,compact_to_qwen::selective_deployable::0.25
277,xstest-415,2,compact_to_qwen::selective_deployable::0.50
277,xstest-415,3,rule_compact_to_qwen::cheap_only
277,xstest-415,4,rule_compact_to_qwen::full_information
277,xstest-415,5,rule_compact_to_qwen::selective_deployable::0.10
277,xstest-415,6,rule_compact_to_qwen::selective_deployable::0.25
277,xstest-415,7,rule_compact_to_qwen::selective_deployable::0.50
277,xstest-415,8,rule_to_compact::cheap_only
277,xstest-415,9,rule_to_compact::full_information
277,xstest-415,10,rule_to_compact::selective_deployable::0.10
277,xstest-415,11,rule_to_compact::selective_deployable::0.25
277,xstest-415,12,rule_to_compact::selective_deployable::0.50
277,xstest-415,13,compact_to_qwen::cheap_only
277,xstest-415,14,compact_to_qwen::full_information
278,xstest-405,0,compact_to_qwen::selective_deployable::0.25
278,xstest-405,1,compact_to_qwen::selective_deployable::0.50
278,xstest-405,2,rule_compact_to_qwen::cheap_only
278,xstest-405,3,rule_compact_to_qwen::full_information
278,xstest-405,4,rule_compact_to_qwen::selective_deployable::0.10
278,xstest-405,5,rule_compact_to_qwen::selective_deployable::0.25
278,xstest-405,6,rule_compact_to_qwen::selective_deployable::0.50
278,xstest-405,7,rule_to_compact::cheap_only
278,xstest-405,8,rule_to_compact::full_information
278,xstest-405,9,rule_to_compact::selective_deployable::0.10
278,xstest-405,10,rule_to_compact::selective_deployable::0.25
278,xstest-405,11,rule_to_compact::selective_deployable::0.50
278,xstest-405,12,compact_to_qwen::cheap_only
278,xstest-405,13,compact_to_qwen::full_information
278,xstest-405,14,compact_to_qwen::selective_deployable::0.10
279,xstest-410,0,compact_to_qwen::selective_deployable::0.50
279,xstest-410,1,rule_compact_to_qwen::cheap_only
279,xstest-410,2,rule_compact_to_qwen::full_information
279,xstest-410,3,rule_compact_to_qwen::selective_deployable::0.10
279,xstest-410,4,rule_compact_to_qwen::selective_deployable::0.25
279,xstest-410,5,rule_compact_to_qwen::selective_deployable::0.50
279,xstest-410,6,rule_to_compact::cheap_only
279,xstest-410,7,rule_to_compact::full_information
279,xstest-410,8,rule_to_compact::selective_deployable::0.10
279,xstest-410,9,rule_to_compact::selective_deployable::0.25
279,xstest-410,10,rule_to_compact::selective_deployable::0.50
279,xstest-410,11,compact_to_qwen::cheap_only
279,xstest-410,12,compact_to_qwen::full_information
279,xstest-410,13,compact_to_qwen::selective_deployable::0.10
279,xstest-410,14,compact_to_qwen::selective_deployable::0.25
280,xstest-071,0,rule_compact_to_qwen::cheap_only
280,xstest-071,1,rule_compact_to_qwen::full_information
280,xstest-071,2,rule_compact_to_qwen::selective_deployable::0.10
280,xstest-071,3,rule_compact_to_qwen::selective_deployable::0.25
280,xstest-071,4,rule_compact_to_qwen::selective_deployable::0.50
280,xstest-071,5,rule_to_compact::cheap_only
280,xstest-071,6,rule_to_compact::full_information
280,xstest-071,7,rule_to_compact::selective_deployable::0.10
280,xstest-071,8,rule_to_compact::selective_deployable::0.25
280,xstest-071,9,rule_to_compact::selective_deployable::0.50
280,xstest-071,10,compact_to_qwen::cheap_only
280,xstest-071,11,compact_to_qwen::full_information
280,xstest-071,12,compact_to_qwen::selective_deployable::0.10
280,xstest-071,13,compact_to_qwen::selective_deployable::0.25
280,xstest-071,14,compact_to_qwen::selective_deployable::0.50
281,xstest-064,0,rule_compact_to_qwen::full_information
281,xstest-064,1,rule_compact_to_qwen::selective_deployable::0.10
281,xstest-064,2,rule_compact_to_qwen::selective_deployable::0.25
281,xstest-064,3,rule_compact_to_qwen::selective_deployable::0.50
281,xstest-064,4,rule_to_compact::cheap_only
281,xstest-064,5,rule_to_compact::full_information
281,xstest-064,6,rule_to_compact::selective_deployable::0.10
281,xstest-064,7,rule_to_compact::selective_deployable::0.25
281,xstest-064,8,rule_to_compact::selective_deployable::0.50
281,xstest-064,9,compact_to_qwen::cheap_only
281,xstest-064,10,compact_to_qwen::full_information
281,xstest-064,11,compact_to_qwen::selective_deployable::0.10
281,xstest-064,12,compact_to_qwen::selective_deployable::0.25
281,xstest-064,13,compact_to_qwen::selective_deployable::0.50
281,xstest-064,14,rule_compact_to_qwen::cheap_only
282,xstest-161,0,rule_compact_to_qwen::selective_deployable::0.10
282,xstest-161,1,rule_compact_to_qwen::selective_deployable::0.25
282,xstest-161,2,rule_compact_to_qwen::selective_deployable::0.50
282,xstest-161,3,rule_to_compact::cheap_only
282,xstest-161,4,rule_to_compact::full_information
282,xstest-161,5,rule_to_compact::selective_deployable::0.10
282,xstest-161,6,rule_to_compact::selective_deployable::0.25
282,xstest-161,7,rule_to_compact::selective_deployable::0.50
282,xstest-161,8,compact_to_qwen::cheap_only
282,xstest-161,9,compact_to_qwen::full_information
282,xstest-161,10,compact_to_qwen::selective_deployable::0.10
282,xstest-161,11,compact_to_qwen::selective_deployable::0.25
282,xstest-161,12,compact_to_qwen::selective_deployable::0.50
282,xstest-161,13,rule_compact_to_qwen::cheap_only
282,xstest-161,14,rule_compact_to_qwen::full_information
283,xstest-020,0,rule_compact_to_qwen::selective_deployable::0.25
283,xstest-020,1,rule_compact_to_qwen::selective_deployable::0.50
283,xstest-020,2,rule_to_compact::cheap_only
283,xstest-020,3,rule_to_compact::full_information
283,xstest-020,4,rule_to_compact::selective_deployable::0.10
283,xstest-020,5,rule_to_compact::selective_deployable::0.25
283,xstest-020,6,rule_to_compact::selective_deployable::0.50
283,xstest-020,7,compact_to_qwen::cheap_only
283,xstest-020,8,compact_to_qwen::full_information
283,xstest-020,9,compact_to_qwen::selective_deployable::0.10
283,xstest-020,10,compact_to_qwen::selective_deployable::0.25
283,xstest-020,11,compact_to_qwen::selective_deployable::0.50
283,xstest-020,12,rule_compact_to_qwen::cheap_only
283,xstest-020,13,rule_compact_to_qwen::full_information
283,xstest-020,14,rule_compact_to_qwen::selective_deployable::0.10
284,xstest-061,0,rule_compact_to_qwen::selective_deployable::0.50
284,xstest-061,1,rule_to_compact::cheap_only
284,xstest-061,2,rule_to_compact::full_information
284,xstest-061,3,rule_to_compact::selective_deployable::0.10
284,xstest-061,4,rule_to_compact::selective_deployable::0.25
284,xstest-061,5,rule_to_compact::selective_deployable::0.50
284,xstest-061,6,compact_to_qwen::cheap_only
284,xstest-061,7,compact_to_qwen::full_information
284,xstest-061,8,compact_to_qwen::selective_deployable::0.10
284,xstest-061,9,compact_to_qwen::selective_deployable::0.25
284,xstest-061,10,compact_to_qwen::selective_deployable::0.50
284,xstest-061,11,rule_compact_to_qwen::cheap_only
284,xstest-061,12,rule_compact_to_qwen::full_information
284,xstest-061,13,rule_compact_to_qwen::selective_deployable::0.10
284,xstest-061,14,rule_compact_to_qwen::selective_deployable::0.25
285,xstest-423,0,rule_to_compact::cheap_only
285,xstest-423,1,rule_to_compact::full_information
285,xstest-423,2,rule_to_compact::selective_deployable::0.10
285,xstest-423,3,rule_to_compact::selective_deployable::0.25
285,xstest-423,4,rule_to_compact::selective_deployable::0.50
285,xstest-423,5,compact_to_qwen::cheap_only
285,xstest-423,6,compact_to_qwen::full_information
285,xstest-423,7,compact_to_qwen::selective_deployable::0.10
285,xstest-423,8,compact_to_qwen::selective_deployable::0.25
285,xstest-423,9,compact_to_qwen::selective_deployable::0.50
285,xstest-423,10,rule_compact_to_qwen::cheap_only
285,xstest-423,11,rule_compact_to_qwen::full_information
285,xstest-423,12,rule_compact_to_qwen::selective_deployable::0.10
285,xstest-423,13,rule_compact_to_qwen::selective_deployable::0.25
285,xstest-423,14,rule_compact_to_qwen::selective_deployable::0.50
286,xstest-265,0,rule_to_compact::full_information
286,xstest-265,1,rule_to_compact::selective_deployable::0.10
286,xstest-265,2,rule_to_compact::selective_deployable::0.25
286,xstest-265,3,rule_to_compact::selective_deployable::0.50
286,xstest-265,4,compact_to_qwen::cheap_only
286,xstest-265,5,compact_to_qwen::full_information
286,xstest-265,6,compact_to_qwen::selective_deployable::0.10
286,xstest-265,7,compact_to_qwen::selective_deployable::0.25
286,xstest-265,8,compact_to_qwen::selective_deployable::0.50
286,xstest-265,9,rule_compact_to_qwen::cheap_only
286,xstest-265,10,rule_compact_to_qwen::full_information
286,xstest-265,11,rule_compact_to_qwen::selective_deployable::0.10
286,xstest-265,12,rule_compact_to_qwen::selective_deployable::0.25
286,xstest-265,13,rule_compact_to_qwen::selective_deployable::0.50
286,xstest-265,14,rule_to_compact::cheap_only
287,xstest-418,0,rule_to_compact::selective_deployable::0.10
287,xstest-418,1,rule_to_compact::selective_deployable::0.25
287,xstest-418,2,rule_to_compact::selective_deployable::0.50
287,xstest-418,3,compact_to_qwen::cheap_only
287,xstest-418,4,compact_to_qwen::full_information
287,xstest-418,5,compact_to_qwen::selective_deployable::0.10
287,xstest-418,6,compact_to_qwen::selective_deployable::0.25
287,xstest-418,7,compact_to_qwen::selective_deployable::0.50
287,xstest-418,8,rule_compact_to_qwen::cheap_only
287,xstest-418,9,rule_compact_to_qwen::full_information
287,xstest-418,10,rule_compact_to_qwen::selective_deployable::0.10
287,xstest-418,11,rule_compact_to_qwen::selective_deployable::0.25
287,xstest-418,12,rule_compact_to_qwen::selective_deployable::0.50
287,xstest-418,13,rule_to_compact::cheap_only
287,xstest-418,14,rule_to_compact::full_information
288,xstest-153,0,rule_to_compact::selective_deployable::0.25
288,xstest-153,1,rule_to_compact::selective_deployable::0.50
288,xstest-153,2,compact_to_qwen::cheap_only
288,xstest-153,3,compact_to_qwen::full_information
288,xstest-153,4,compact_to_qwen::selective_deployable::0.10
288,xstest-153,5,compact_to_qwen::selective_deployable::0.25
288,xstest-153,6,compact_to_qwen::selective_deployable::0.50
288,xstest-153,7,rule_compact_to_qwen::cheap_only
288,xstest-153,8,rule_compact_to_qwen::full_information
288,xstest-153,9,rule_compact_to_qwen::selective_deployable::0.10
288,xstest-153,10,rule_compact_to_qwen::selective_deployable::0.25
288,xstest-153,11,rule_compact_to_qwen::selective_deployable::0.50
288,xstest-153,12,rule_to_compact::cheap_only
288,xstest-153,13,rule_to_compact::full_information
288,xstest-153,14,rule_to_compact::selective_deployable::0.10
289,xstest-383,0,rule_to_compact::selective_deployable::0.50
289,xstest-383,1,compact_to_qwen::cheap_only
289,xstest-383,2,compact_to_qwen::full_information
289,xstest-383,3,compact_to_qwen::selective_deployable::0.10
289,xstest-383,4,compact_to_qwen::selective_deployable::0.25
289,xstest-383,5,compact_to_qwen::selective_deployable::0.50
289,xstest-383,6,rule_compact_to_qwen::cheap_only
289,xstest-383,7,rule_compact_to_qwen::full_information
289,xstest-383,8,rule_compact_to_qwen::selective_deployable::0.10
289,xstest-383,9,rule_compact_to_qwen::selective_deployable::0.25
289,xstest-383,10,rule_compact_to_qwen::selective_deployable::0.50
289,xstest-383,11,rule_to_compact::cheap_only
289,xstest-383,12,rule_to_compact::full_information
289,xstest-383,13,rule_to_compact::selective_deployable::0.10
289,xstest-383,14,rule_to_compact::selective_deployable::0.25
290,xstest-013,0,compact_to_qwen::cheap_only
290,xstest-013,1,compact_to_qwen::full_information
290,xstest-013,2,compact_to_qwen::selective_deployable::0.10
290,xstest-013,3,compact_to_qwen::selective_deployable::0.25
290,xstest-013,4,compact_to_qwen::selective_deployable::0.50
290,xstest-013,5,rule_compact_to_qwen::cheap_only
290,xstest-013,6,rule_compact_to_qwen::full_information
290,xstest-013,7,rule_compact_to_qwen::selective_deployable::0.10
290,xstest-013,8,rule_compact_to_qwen::selective_deployable::0.25
290,xstest-013,9,rule_compact_to_qwen::selective_deployable::0.50
290,xstest-013,10,rule_to_compact::cheap_only
290,xstest-013,11,rule_to_compact::full_information
290,xstest-013,12,rule_to_compact::selective_deployable::0.10
290,xstest-013,13,rule_to_compact::selective_deployable::0.25
290,xstest-013,14,rule_to_compact::selective_deployable::0.50
291,xstest-172,0,compact_to_qwen::full_information
291,xstest-172,1,compact_to_qwen::selective_deployable::0.10
291,xstest-172,2,compact_to_qwen::selective_deployable::0.25
291,xstest-172,3,compact_to_qwen::selective_deployable::0.50
291,xstest-172,4,rule_compact_to_qwen::cheap_only
291,xstest-172,5,rule_compact_to_qwen::full_information
291,xstest-172,6,rule_compact_to_qwen::selective_deployable::0.10
291,xstest-172,7,rule_compact_to_qwen::selective_deployable::0.25
291,xstest-172,8,rule_compact_to_qwen::selective_deployable::0.50
291,xstest-172,9,rule_to_compact::cheap_only
291,xstest-172,10,rule_to_compact::full_information
291,xstest-172,11,rule_to_compact::selective_deployable::0.10
291,xstest-172,12,rule_to_compact::selective_deployable::0.25
291,xstest-172,13,rule_to_compact::selective_deployable::0.50
291,xstest-172,14,compact_to_qwen::cheap_only
292,xstest-012,0,compact_to_qwen::selective_deployable::0.10
292,xstest-012,1,compact_to_qwen::selective_deployable::0.25
292,xstest-012,2,compact_to_qwen::selective_deployable::0.50
292,xstest-012,3,rule_compact_to_qwen::cheap_only
292,xstest-012,4,rule_compact_to_qwen::full_information
292,xstest-012,5,rule_compact_to_qwen::selective_deployable::0.10
292,xstest-012,6,rule_compact_to_qwen::selective_deployable::0.25
292,xstest-012,7,rule_compact_to_qwen::selective_deployable::0.50
292,xstest-012,8,rule_to_compact::cheap_only
292,xstest-012,9,rule_to_compact::full_information
292,xstest-012,10,rule_to_compact::selective_deployable::0.10
292,xstest-012,11,rule_to_compact::selective_deployable::0.25
292,xstest-012,12,rule_to_compact::selective_deployable::0.50
292,xstest-012,13,compact_to_qwen::cheap_only
292,xstest-012,14,compact_to_qwen::full_information
293,xstest-345,0,compact_to_qwen::selective_deployable::0.25
293,xstest-345,1,compact_to_qwen::selective_deployable::0.50
293,xstest-345,2,rule_compact_to_qwen::cheap_only
293,xstest-345,3,rule_compact_to_qwen::full_information
293,xstest-345,4,rule_compact_to_qwen::selective_deployable::0.10
293,xstest-345,5,rule_compact_to_qwen::selective_deployable::0.25
293,xstest-345,6,rule_compact_to_qwen::selective_deployable::0.50
293,xstest-345,7,rule_to_compact::cheap_only
293,xstest-345,8,rule_to_compact::full_information
293,xstest-345,9,rule_to_compact::selective_deployable::0.10
293,xstest-345,10,rule_to_compact::selective_deployable::0.25
293,xstest-345,11,rule_to_compact::selective_deployable::0.50
293,xstest-345,12,compact_to_qwen::cheap_only
293,xstest-345,13,compact_to_qwen::full_information
293,xstest-345,14,compact_to_qwen::selective_deployable::0.10
294,xstest-175,0,compact_to_qwen::selective_deployable::0.50
294,xstest-175,1,rule_compact_to_qwen::cheap_only
294,xstest-175,2,rule_compact_to_qwen::full_information
294,xstest-175,3,rule_compact_to_qwen::selective_deployable::0.10
294,xstest-175,4,rule_compact_to_qwen::selective_deployable::0.25
294,xstest-175,5,rule_compact_to_qwen::selective_deployable::0.50
294,xstest-175,6,rule_to_compact::cheap_only
294,xstest-175,7,rule_to_compact::full_information
294,xstest-175,8,rule_to_compact::selective_deployable::0.10
294,xstest-175,9,rule_to_compact::selective_deployable::0.25
294,xstest-175,10,rule_to_compact::selective_deployable::0.50
294,xstest-175,11,compact_to_qwen::cheap_only
294,xstest-175,12,compact_to_qwen::full_information
294,xstest-175,13,compact_to_qwen::selective_deployable::0.10
294,xstest-175,14,compact_to_qwen::selective_deployable::0.25
295,xstest-025,0,rule_compact_to_qwen::cheap_only
295,xstest-025,1,rule_compact_to_qwen::full_information
295,xstest-025,2,rule_compact_to_qwen::selective_deployable::0.10
295,xstest-025,3,rule_compact_to_qwen::selective_deployable::0.25
295,xstest-025,4,rule_compact_to_qwen::selective_deployable::0.50
295,xstest-025,5,rule_to_compact::cheap_only
295,xstest-025,6,rule_to_compact::full_information
295,xstest-025,7,rule_to_compact::selective_deployable::0.10
295,xstest-025,8,rule_to_compact::selective_deployable::0.25
295,xstest-025,9,rule_to_compact::selective_deployable::0.50
295,xstest-025,10,compact_to_qwen::cheap_only
295,xstest-025,11,compact_to_qwen::full_information
295,xstest-025,12,compact_to_qwen::selective_deployable::0.10
295,xstest-025,13,compact_to_qwen::selective_deployable::0.25
295,xstest-025,14,compact_to_qwen::selective_deployable::0.50
296,xstest-266,0,rule_compact_to_qwen::full_information
296,xstest-266,1,rule_compact_to_qwen::selective_deployable::0.10
296,xstest-266,2,rule_compact_to_qwen::selective_deployable::0.25
296,xstest-266,3,rule_compact_to_qwen::selective_deployable::0.50
296,xstest-266,4,rule_to_compact::cheap_only
296,xstest-266,5,rule_to_compact::full_information
296,xstest-266,6,rule_to_compact::selective_deployable::0.10
296,xstest-266,7,rule_to_compact::selective_deployable::0.25
296,xstest-266,8,rule_to_compact::selective_deployable::0.50
296,xstest-266,9,compact_to_qwen::cheap_only
296,xstest-266,10,compact_to_qwen::full_information
296,xstest-266,11,compact_to_qwen::selective_deployable::0.10
296,xstest-266,12,compact_to_qwen::selective_deployable::0.25
296,xstest-266,13,compact_to_qwen::selective_deployable::0.50
296,xstest-266,14,rule_compact_to_qwen::cheap_only
297,xstest-160,0,rule_compact_to_qwen::selective_deployable::0.10
297,xstest-160,1,rule_compact_to_qwen::selective_deployable::0.25
297,xstest-160,2,rule_compact_to_qwen::selective_deployable::0.50
297,xstest-160,3,rule_to_compact::cheap_only
297,xstest-160,4,rule_to_compact::full_information
297,xstest-160,5,rule_to_compact::selective_deployable::0.10
297,xstest-160,6,rule_to_compact::selective_deployable::0.25
297,xstest-160,7,rule_to_compact::selective_deployable::0.50
297,xstest-160,8,compact_to_qwen::cheap_only
297,xstest-160,9,compact_to_qwen::full_information
297,xstest-160,10,compact_to_qwen::selective_deployable::0.10
297,xstest-160,11,compact_to_qwen::selective_deployable::0.25
297,xstest-160,12,compact_to_qwen::selective_deployable::0.50
297,xstest-160,13,rule_compact_to_qwen::cheap_only
297,xstest-160,14,rule_compact_to_qwen::full_information
298,xstest-409,0,rule_compact_to_qwen::selective_deployable::0.25
298,xstest-409,1,rule_compact_to_qwen::selective_deployable::0.50
298,xstest-409,2,rule_to_compact::cheap_only
298,xstest-409,3,rule_to_compact::full_information
298,xstest-409,4,rule_to_compact::selective_deployable::0.10
298,xstest-409,5,rule_to_compact::selective_deployable::0.25
298,xstest-409,6,rule_to_compact::selective_deployable::0.50
298,xstest-409,7,compact_to_qwen::cheap_only
298,xstest-409,8,compact_to_qwen::full_information
298,xstest-409,9,compact_to_qwen::selective_deployable::0.10
298,xstest-409,10,compact_to_qwen::selective_deployable::0.25
298,xstest-409,11,compact_to_qwen::selective_deployable::0.50
298,xstest-409,12,rule_compact_to_qwen::cheap_only
298,xstest-409,13,rule_compact_to_qwen::full_information
298,xstest-409,14,rule_compact_to_qwen::selective_deployable::0.10
299,xstest-406,0,rule_compact_to_qwen::selective_deployable::0.50
299,xstest-406,1,rule_to_compact::cheap_only
299,xstest-406,2,rule_to_compact::full_information
299,xstest-406,3,rule_to_compact::selective_deployable::0.10
299,xstest-406,4,rule_to_compact::selective_deployable::0.25
299,xstest-406,5,rule_to_compact::selective_deployable::0.50
299,xstest-406,6,compact_to_qwen::cheap_only
299,xstest-406,7,compact_to_qwen::full_information
299,xstest-406,8,compact_to_qwen::selective_deployable::0.10
299,xstest-406,9,compact_to_qwen::selective_deployable::0.25
299,xstest-406,10,compact_to_qwen::selective_deployable::0.50
299,xstest-406,11,rule_compact_to_qwen::cheap_only
299,xstest-406,12,rule_compact_to_qwen::full_information
299,xstest-406,13,rule_compact_to_qwen::selective_deployable::0.10
